Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
Link_RThumb_2,0.0173127856402474,-0.0001340555630263,2.16970978961228E-08,0,0,0,0.00708329727896718,5.04037387490672E-07,-9.9660246298644E-10,4.69943053853463E-13,6.9687237987952E-07,-1.78856206059794E-13,5.78434914296183E-07,0,0,0,0,0,0,package://css_bot/meshes/Link_RThumb_2.STL,0.647058823529412,0.619607843137255,0.6,1,0,0,0,0,0,0,package://css_bot/meshes/Link_RThumb_2.STL,,00_Assembly_08R_Hand-1/00_Assembly_08S2_1_Thumb-1/08_Hand_06S2-Thumb_3-1;00_Assembly_08R_Hand-1/00_Assembly_08S2_1_Thumb-1/08_Hand_06S2-Thumb_4-1,C_RThumb_2,Axis_RThumb_2,Joint_RThumb_2,revolute,0.029882,0.00037406,0.0027249,-0.5236,-0.17453,0.012517,Link_RThumb_1,0,0,1,1,10,0,1.6,,,0,0,,,,
Link_RThumb_3,0.0119386269568158,-0.00047726662252473,7.29735140647669E-08,0,0,0,0.00525708327193122,2.36694125920009E-07,-2.70310461402188E-08,2.30328012641141E-12,2.94242791405694E-07,9.08055406898281E-13,3.22801505060777E-07,0,0,0,0,0,0,package://css_bot/meshes/Link_RThumb_3.STL,0.647058823529412,0.619607843137255,0.6,1,0,0,0,0,0,0,package://css_bot/meshes/Link_RThumb_3.STL,,00_Assembly_08R_Hand-1/00_Assembly_08S2_1_Thumb-1/08_Hand_06S2-Thumb_5-1;00_Assembly_08R_Hand-1/00_Assembly_08S2_1_Thumb-1/08_Hand_06S2-Thumb_6-1,C_RThumb_3,Axis_RThumb_3,Joint_RThumb_3,revolute,0.035,0,0,0,0,0,Link_RThumb_2,0,0,1,1,10,0,1.6,,,0,0,,,,
Link_RIndex_1,0.0185238984506864,-0.000125937950048477,-4.58839659212007E-07,0,0,0,0.00449425043848453,2.15205930418439E-07,-7.2123907915719E-10,2.73292347778707E-11,3.40384122566586E-07,-1.62240605972699E-11,2.93684053228689E-07,0,0,0,0,0,0,package://css_bot/meshes/Link_RIndex_1.STL,0.647058823529412,0.619607843137255,0.6,1,0,0,0,0,0,0,package://css_bot/meshes/Link_RIndex_1.STL,,00_Assembly_08R_Hand-1/00_Assembly_08S4_2_Index&Ring-1/08_Hand_07S4-Index&Ring_1-1;00_Assembly_08R_Hand-1/00_Assembly_08S4_2_Index&Ring-1/08_Hand_07S4-Index&Ring_2-1,C_RIndex_1,Axis_RIndex_1,Joint_RIndex_1,revolute,0.002,-0.11282,0.03361,0,-0.087266,-1.5708,Link_RWrist,0,0,1,1,10,0,1.6,,,0,0,,,,
Link_RIndex_2,0.0109552144291361,-0.000710332764787408,4.87469036580812E-07,0,0,0,0.00280391892561082,8.9191983587886E-08,-7.28832341636794E-09,-3.28391516315246E-12,1.11901678548665E-07,6.59768762393691E-12,1.06518258060323E-07,0,0,0,0,0,0,package://css_bot/meshes/Link_RIndex_2.STL,0.647058823529412,0.619607843137255,0.6,1,0,0,0,0,0,0,package://css_bot/meshes/Link_RIndex_2.STL,,00_Assembly_08R_Hand-1/00_Assembly_08S4_2_Index&Ring-1/08_Hand_07S4-Index&Ring_3-1;00_Assembly_08R_Hand-1/00_Assembly_08S4_2_Index&Ring-1/08_Hand_07S4-Index&Ring_4-1,C_RIndex_2,Axis_RIndex_2,Joint_RIndex_2,revolute,0.037,0,0,0,0,0,Link_RIndex_1,0,0,1,1,10,0,1.6,,,0,0,,,,
Link_RIndex_3,0.0115790835288717,-0.000175670628243585,2.27585620302118E-06,0,0,0,0.00254013681905526,6.37572268264825E-08,-8.5200097859829E-09,3.2463080248338E-11,8.96695930587408E-08,3.87818885230601E-11,9.39889377118956E-08,0,0,0,0,0,0,package://css_bot/meshes/Link_RIndex_3.STL,0.647058823529412,0.619607843137255,0.6,1,0,0,0,0,0,0,package://css_bot/meshes/Link_RIndex_3.STL,,00_Assembly_08R_Hand-1/00_Assembly_08S4_2_Index&Ring-1/08_Hand_07S4-Index&Ring_5-1;00_Assembly_08R_Hand-1/00_Assembly_08S4_2_Index&Ring-1/08_Hand_07S4-Index&Ring_6-1,C_RIndex_3,Axis_RIndex_3,Joint_RIndex_3,revolute,0.0225,0,0,0,0,0,Link_RIndex_2,0,0,1,1,10,0,1.6,,,0,0,,,,
Link_RMajor_1,0.0196007263886085,-0.0001347564187624,-4.0771949519347E-07,0,0,0,0.00546384233515643,2.90857369590845E-07,-3.7801729181768E-10,2.7353697124717E-11,4.54524664157687E-07,-1.97606566252737E-11,3.92361454659582E-07,0,0,0,0,0,0,package://css_bot/meshes/Link_RMajor_1.STL,0.647058823529412,0.619607843137255,0.6,1,0,0,0,0,0,0,package://css_bot/meshes/Link_RMajor_1.STL,,00_Assembly_08R_Hand-1/00_Assembly_08S2_3_Majeure-1/08_Hand_08S2-Majeure_1-1;00_Assembly_08R_Hand-1/00_Assembly_08S2_3_Majeure-1/08_Hand_08S2-Majeure_2-1,C_RMajor_1,Axis_RMajor_1,Joint_RMajor_1,revolute,0.002,-0.1145,0.006,0,0,-1.5708,Link_RWrist,0,0,1,1,10,0,1.6,,,0,0,,,,
Link_RMajor_2,0.0116486639163798,-0.000702186510968983,2.86493438445001E-07,0,0,0,0.00351617504597625,1.2665472017777E-07,-9.89893387427191E-09,-3.85504671221877E-12,1.59849556256639E-07,6.05192111867138E-12,1.52787960983799E-07,0,0,0,0,0,0,package://css_bot/meshes/Link_RMajor_2.STL,0.647058823529412,0.619607843137255,0.6,1,0,0,0,0,0,0,package://css_bot/meshes/Link_RMajor_2.STL,,00_Assembly_08R_Hand-1/00_Assembly_08S2_3_Majeure-1/08_Hand_08S2-Majeure_3-1;00_Assembly_08R_Hand-1/00_Assembly_08S2_3_Majeure-1/08_Hand_08S2-Majeure_4-1,C_RMajor_2,Axis_RMajor_2,Joint_RMajor_2,revolute,0.039,0,0,0,0,0,Link_RMajor_1,0,0,1,1,10,0,1.6,,,0,0,,,,
Link_RMajor_3,0.0120357954291658,-0.0002168176016695,2.74109565517877E-07,0,0,0,0.0031118218613676,8.93862399938747E-08,-1.21559780061049E-08,5.75108206324178E-12,1.2794286537599E-07,2.54772945542481E-12,1.35101776695167E-07,0,0,0,0,0,0,package://css_bot/meshes/Link_RMajor_3.STL,0.647058823529412,0.619607843137255,0.6,1,0,0,0,0,0,0,package://css_bot/meshes/Link_RMajor_3.STL,,00_Assembly_08R_Hand-1/00_Assembly_08S2_3_Majeure-1/08_Hand_08S2-Majeure_5-1;00_Assembly_08R_Hand-1/00_Assembly_08S2_3_Majeure-1/08_Hand_08S2-Majeure_6-1,C_RMajor_3,Axis_RMajor_3,Joint_RMajor_3,revolute,0.024,0,0,0,0,0,Link_RMajor_2,0,0,1,1,10,0,1.6,,,0,0,,,,
Link_RRing_1,0.0185238937903398,-0.00012593442971201,-4.40970636644833E-07,0,0,0,0.00449424653456038,2.15205750433413E-07,-7.2109947988286E-10,2.74316654621698E-11,3.40383944325955E-07,-1.54278599720868E-11,2.93684135042829E-07,0,0,0,0,0,0,package://css_bot/meshes/Link_RRing_1.STL,0.647058823529412,0.619607843137255,0.6,1,0,0,0,0,0,0,package://css_bot/meshes/Link_RRing_1.STL,,00_Assembly_08R_Hand-1/00_Assembly_08S4_2_Index&Ring-2/08_Hand_07S4-Index&Ring_1-1;00_Assembly_08R_Hand-1/00_Assembly_08S4_2_Index&Ring-2/08_Hand_07S4-Index&Ring_2-1,C_RRing_1,Axis_RRing_1,Joint_RRing_1,revolute,0.002,-0.1122,-0.02161,0,0.087266,-1.5708,Link_RWrist,0,0,1,1,10,0,1.6,,,0,0,,,,
Link_RRing_2,0.010955213839177,-0.000710332931102009,4.86656602932678E-07,0,0,0,0.00280391986818482,8.91919857057655E-08,-7.28833494976697E-09,-3.25143429068213E-12,1.11901768400301E-07,6.62651005186212E-12,1.06518305367442E-07,0,0,0,0,0,0,package://css_bot/meshes/Link_RRing_2.STL,0.647058823529412,0.619607843137255,0.6,1,0,0,0,0,0,0,package://css_bot/meshes/Link_RRing_2.STL,,00_Assembly_08R_Hand-1/00_Assembly_08S4_2_Index&Ring-2/08_Hand_07S4-Index&Ring_3-1;00_Assembly_08R_Hand-1/00_Assembly_08S4_2_Index&Ring-2/08_Hand_07S4-Index&Ring_4-1,C_RRing_2,Axis_RRing_2,Joint_RRing_2,revolute,0.037,0,0,0,0,0,Link_RRing_1,0,0,1,1,10,0,1.6,,,0,0,,,,
Link_RRing_3,0.0115786695072247,-0.000175665524545371,2.21807422717823E-06,0,0,0,0.00254021691656577,6.37571833436295E-08,-8.51974807244698E-09,3.11116022257094E-11,8.96765457277619E-08,3.88746755362711E-11,9.39952904042309E-08,0,0,0,0,0,0,package://css_bot/meshes/Link_RRing_3.STL,0.647058823529412,0.619607843137255,0.6,1,0,0,0,0,0,0,package://css_bot/meshes/Link_RRing_3.STL,,00_Assembly_08R_Hand-1/00_Assembly_08S4_2_Index&Ring-2/08_Hand_07S4-Index&Ring_5-1;00_Assembly_08R_Hand-1/00_Assembly_08S4_2_Index&Ring-2/08_Hand_07S4-Index&Ring_6-1,C_RRing_3,Axis_RRing_3,Joint_RRing_3,revolute,0.0225,0,0,0,0,0.018814,Link_RRing_2,0,0,1,1,10,0,1.6,,,0,0,,,,
Link_RLittle_1,0.0152875006195252,-0.000111811379262194,-7.43901488797771E-07,0,0,0,0.00309307243256906,1.12320137885361E-07,-7.85044245495428E-10,2.03748781059237E-11,1.70740544190538E-07,-1.53840450916917E-11,1.47320566219947E-07,0,0,0,0,0,0,package://css_bot/meshes/Link_RLittle_1.STL,0.647058823529412,0.619607843137255,0.6,1,0,0,0,0,0,0,package://css_bot/meshes/Link_RLittle_1.STL,,00_Assembly_08R_Hand-1/00_Assembly_08S2_4_Auriculaire-1/08_Hand_10S2-Auriculaire_1-1;00_Assembly_08R_Hand-1/00_Assembly_08S2_4_Auriculaire-1/08_Hand_10S2-Auriculaire_2-1,C_RLittle_1,Axis_RLittle_1,Joint_RLittle_1,revolute,0.002,-0.1057,-0.046247,0,0.20944,-1.5708,Link_RWrist,0,0,1,1,10,0,1.6,,,0,0,,,,
